sigungu_cd,bjdong_cd,대지위치,건물명,주용도,세대수,사용승인일,연식,연면적(㎡),전기_연간사용량(kWh),가스_연간사용량(MJ),전기_EUI,가스_EUI
29170,10100,광주광역시 북구 중흥동 286-1번지,,제1종근린생활시설,0,19910509,35,686.38,52239.0,10308.0,76.10798682945307,15.017920102567091
29170,10100,광주광역시 북구 중흥동 286-4번지,,제2종근린생활시설,0,19910418,35,494.12,22134.0,1495.0,44.79478669149194,3.0255808305674736
29170,10100,광주광역시 북구 중흥동 286-5번지,,제2종근린생활시설,0,19871218,39,494.345,7248.0,1130.0,14.66182524350403,2.2858529974006006
29170,10100,광주광역시 북구 중흥동 286-8번지,,제1종근린생활시설,0,19870701,39,373.17,30509.0,21348.0,81.7563040973283,57.20717099445293
29170,10100,광주광역시 북구 중흥동 286-9번지,,제2종근린생활시설,0,19841200,42,384.14,11956.0,17639.0,31.12406934971625,45.91815483938148
29170,10100,광주광역시 북구 중흥동 286-11번지,,제1종근린생활시설,0,19820604,44,146.34,45132.0,7614.0,308.4050840508405,52.02952029520295
29170,10100,광주광역시 북구 중흥동 286-24번지,,제1종근린생활시설,0,19870110,39,534.22,54391.0,98270.0,101.81385945864999,183.9504324061248
29170,10100,광주광역시 북구 중흥동 286-25번지,,제1종근린생활시설,0,19860424,40,420.86,35298.0,90814.0,83.87112103787483,215.78197025139
29170,10100,광주광역시 북구 중흥동 286-34번지,,제2종근린생활시설,0,19860617,40,143.235,26928.0,23357.0,187.99874332390826,163.06768597060773
29170,10100,광주광역시 북구 중흥동 286-36번지,,제2종근린생활시설,0,19881031,38,597.5,31828.0,12702.0,53.268619246861924,21.25857740585774
29170,10100,광주광역시 북구 중흥동 286-37번지,,제2종근린생활시설,0,19870701,39,493.61,82262.0,44792.0,166.65383602439172,90.74370454407325
29170,10100,광주광역시 북구 중흥동 286-45번지,,제2종근린생활시설,0,19910917,35,575.92,26423.0,11226.0,45.87963606056397,19.4922905959161
29170,10100,광주광역시 북구 중흥동 288-1번지,,제2종근린생활시설,0,19901210,36,796.23,42048.0,34651.0,52.808861761048945,43.51883249814752
29170,10100,광주광역시 북구 중흥동 288-3번지,,제2종근린생활시설,0,19851226,41,499.55,41196.0,0.0,82.46621959763787,0.0
29170,10100,광주광역시 북구 중흥동 288-4번지,,제1종근린생활시설,0,19810910,45,130.35,11343.0,0.0,87.01956271576525,0.0
29170,10100,광주광역시 북구 중흥동 288-7번지,,제1종근린생활시설,0,19851102,41,292.71,8861.0,8547.0,30.272283147142225,29.199549041713645
29170,10100,광주광역시 북구 중흥동 288-8번지,,제2종근린생활시설,0,19840707,42,893.74,33811.0,25649.0,37.83091279342985,28.698502920312396
29170,10100,광주광역시 북구 중흥동 288-9번지,,제1종근린생활시설,0,19901226,36,997.24,49888.0,0.0,50.026071958605755,0.0
29170,10100,광주광역시 북구 중흥동 288-23번지,,제1종근린생활시설,0,19800425,46,119.13,20296.0,9925.0,170.36850499454377,83.31234785528414
29170,10100,광주광역시 북구 중흥동 288-24번지,,제1종근린생활시설,1,19811104,45,156.85,8408.0,9145.0,53.605355435129106,58.304112209116994
29170,10100,광주광역시 북구 중흥동 288-35번지,,제1종근린생활시설,0,19860704,40,267.1,25838.0,8143.0,96.7353051291651,30.486709097716208
29170,10100,광주광역시 북구 중흥동 288-36번지,,제1종근린생활시설,0,19871204,39,348.1,8717.0,20457.0,25.04165469692617,58.767595518529156
29170,10100,광주광역시 북구 중흥동 288-37번지,,제1종근린생활시설,0,19880701,38,493.28,19924.0,0.0,40.39085306519624,0.0
29170,10100,광주광역시 북구 중흥동 288-68번지,,제1종근린생활시설,0,19830815,43,155.05,5580.0,14204.0,35.98839084166398,91.60915833602063
29170,10100,광주광역시 북구 중흥동 320-1번지,,제1종근린생활시설,0,19891122,37,104.32,64417.0,13525.0,617.4942484662577,129.6491564417178
29170,10100,광주광역시 북구 중흥동 320-34번지,,제1종근린생활시설,3,19930517,33,199.55,12727.0,0.0,63.77850162866449,0.0
29170,10100,광주광역시 북구 중흥동 320-52번지,,제1종근린생활시설,0,19780628,48,121.134,8474.0,0.0,69.95558637541896,0.0
29170,10100,광주광역시 북구 중흥동 321-31번지,,제2종근린생활시설,4,19960912,30,134.3,3010.0,2355.0,22.412509307520473,17.53536857781087
29170,10100,광주광역시 북구 중흥동 322-13번지,,제2종근린생활시설,0,19930100,33,483.03,37325.0,18192.0,77.27263316978242,37.66225700267064
29170,10100,광주광역시 북구 중흥동 322-14번지,,제2종근린생활시설,0,19931007,33,674.15,156106.0,0.0,231.5597418972039,0.0
29170,10100,광주광역시 북구 중흥동 322-15번지,,제1종근린생활시설,0,19900811,36,368.2,125403.0,0.0,340.5839217816404,0.0
29170,10100,광주광역시 북구 중흥동 323-5번지,,제2종근린생활시설,0,19920919,34,2090.4,56124.0,0.0,26.84845005740528,0.0
29170,10100,광주광역시 북구 중흥동 324-1번지,,제1종근린생활시설,0,19771115,49,135.19,10013.0,0.0,74.06612915156447,0.0
29170,10100,광주광역시 북구 중흥동 324-3번지,,제1종근린생활시설,0,19791127,47,124.27,5526.0,3803.0,44.467691317292996,30.60271988412328
29170,10100,광주광역시 북구 중흥동 324-6번지,,제1종근린생활시설,0,19780714,48,153.38,14307.0,0.0,93.2781327422089,0.0
29170,10100,광주광역시 북구 중흥동 324-25번지,,제2종근린생활시설,0,19780809,48,141.47,14495.0,16144.0,102.45988548808936,114.11606701067365
29170,10100,광주광역시 북구 중흥동 324-25번지,,제1종근린생활시설,0,19780809,48,3.63,14495.0,16144.0,3993.1129476584024,4447.382920110193
29170,10100,광주광역시 북구 중흥동 324-34번지,,제1종근린생활시설,0,19780810,48,136.19,4049.0,0.0,29.730523533299067,0.0
29170,10100,광주광역시 북구 중흥동 324-36번지,,제1종근린생활시설,0,19780809,48,141.47,2402.0,0.0,16.97886477698452,0.0
29170,10100,광주광역시 북구 중흥동 325-12번지,,제2종근린생활시설,0,19951214,31,1096.92,47308.0,0.0,43.12803121467381,0.0
29170,10100,광주광역시 북구 중흥동 325-23번지,,제1종근린생활시설,0,19770420,49,134.56,5457.0,9443.0,40.55439952437574,70.1768727705113
29170,10100,광주광역시 북구 중흥동 325-50번지,,제1종근린생활시설,0,19780113,48,159.33,14242.0,0.0,89.38680725538191,0.0
29170,10100,광주광역시 북구 중흥동 325-54번지,,제2종근린생활시설,0,19920826,34,283.86,14367.0,22343.0,50.612978228704286,78.71133657436764
29170,10100,광주광역시 북구 중흥동 325-56번지,,제2종근린생활시설,0,19900600,36,494.48,13463.0,8776.0,27.22658145931079,17.747937226985925
29170,10100,광주광역시 북구 중흥동 326-1번지,,제1종근린생활시설,0,19761021,50,2.64,8447.0,12248.0,3199.621212121212,4639.393939393939
29170,10100,광주광역시 북구 중흥동 326-1번지,,제1종근린생활시설,0,19761021,50,100.67,8447.0,12248.0,83.90781762193305,121.66484553491605
29170,10100,광주광역시 북구 중흥동 327-5번지,,제1종근린생활시설,2,19941027,32,295.56,10781.0,20667.0,36.47651915008797,69.92488834754364
29170,10100,광주광역시 북구 중흥동 327-9번지,,제1종근린생활시설,0,19860522,40,195.03,2529.0,0.0,12.967235809875405,0.0
29170,10100,광주광역시 북구 중흥동 327-10번지,,제2종근린생활시설,0,19911019,35,478.3,49284.0,27319.0,103.03993309638302,57.11687225590634
29170,10100,광주광역시 북구 중흥동 327-19번지,,제1종근린생활시설,0,19780407,48,186.43,2053.0,0.0,11.012176151906882,0.0
29170,10100,광주광역시 북구 중흥동 328-9번지,,제1종근린생활시설,0,19780809,48,185.33,2088.0,14794.0,11.266389683267684,79.82517671181135
29170,10100,광주광역시 북구 중흥동 328-10번지,,제1종근린생활시설,0,19901217,36,494.29,15706.0,22456.0,31.774869004025977,45.430819963988746
29170,10100,광주광역시 북구 중흥동 328-12번지,,제2종근린생활시설,0,19900920,36,472.59,18585.0,2598.0,39.325842696629216,5.497365581159144
29170,10100,광주광역시 북구 중흥동 328-14번지,,제1종근린생활시설,0,19780911,48,280.97,3239.0,26227.0,11.527921130369789,93.34448517635334
29170,10100,광주광역시 북구 중흥동 328-15번지,,제2종근린생활시설,0,19910530,35,495.705,55194.0,8359.0,111.34444881532363,16.86285189780212
